qualifyId	driverId	number	position
3219	18	22	14
3220	5	2	15
3221	67	12	16
3222	153	11	17
3223	6	17	18
3224	154	8	19
3225	69	3	20
3226	1	1	1
3227	16	20	2
3228	8	4	3
3229	5	2	4
3230	22	23	5
3231	18	22	6
3232	24	21	7
3233	4	7	8
3234	20	15	9
3235	17	14	10
3236	15	9	11
3237	154	8	12
3238	9	5	13
3239	21	3	14
3240	2	6	15
3241	10	10	16
3242	6	17	17
3243	3	16	18
3244	67	12	19
3245	153	11	20
3246	1	1	1
3247	20	15	2
3248	3	16	3
3249	17	14	4
3250	22	23	5
3251	4	7	6
3252	10	10	7
3253	2	6	8
3254	9	5	9
3255	5	2	10
3256	6	17	11
3257	18	22	12
3258	8	4	13
3259	67	12	14
3260	15	9	15
3261	16	20	16
3262	153	11	17
3263	21	3	18
3264	154	8	19
3265	24	21	20
3266	20	15	1
3267	15	9	2
3268	1	1	3
3269	16	20	4
3270	22	23	5
3271	2	6	6
3272	18	22	7
3273	8	4	8
3274	5	2	9
3275	67	12	10
3276	3	16	11
3277	4	7	12
3278	9	5	13
3279	10	10	14
3280	153	11	15
3281	21	3	16
3282	6	17	17
3283	154	8	18
3284	24	21	19
3285	17	14	20
3286	22	23	1
3287	17	14	2
3288	16	20	3
3289	15	9	4
3290	8	4	5
3291	67	12	6
3292	3	16	7
3293	9	5	8
3294	6	17	9
3295	4	7	10
3296	155	10	11
3297	153	11	12
3298	154	8	13
3299	18	22	14
3300	24	21	15
3301	20	15	16
3302	5	2	17
3303	1	1	18
3304	2	6	19
3305	21	3	20
3306	1	1	1
3307	20	15	2
3308	17	14	3
3309	22	23	4
3310	18	22	5
3311	15	9	6
3312	9	5	7
3313	2	6	8
3314	3	16	9
3315	67	12	10
3316	8	4	11
3317	155	10	12
3318	5	2	13
3319	6	17	14
3320	153	11	15
3321	4	7	16
3322	24	21	17
3323	16	20	18
3324	154	8	19
3325	21	3	20
3326	20	5	1
3327	13	7	2
3328	4	8	3
3329	1	2	4
3330	3	4	5
3331	17	6	6
3332	30	3	7
3333	18	1	8
3334	9	11	9
3335	16	14	10
3336	22	9	11
3337	24	15	12
3338	807	10	13
3339	37	22	14
3340	67	16	15
3341	155	23	16
3342	808	12	17
3343	153	17	18
3344	10	24	19
3345	15	18	20
3346	5	19	21
3347	810	25	22
3348	811	21	23
3349	812	20	24
3350	20	5	1
3351	17	6	2
3352	4	8	3
3353	18	1	4
3354	13	7	5
3355	3	4	6
3356	30	3	7
3357	22	9	8
3358	9	11	9
3359	16	14	10
3360	1	2	11
3361	67	16	12
3362	24	15	13
3363	37	22	14
3364	807	10	15
3365	155	23	16
3366	153	17	17
3367	808	12	18
3368	5	19	19
3369	15	18	20
3370	10	24	21
3371	810	25	22
3372	811	21	23
3373	812	20	24
3374	17	6	1
3375	3	4	2
3376	20	5	3
3377	16	14	4
3378	807	10	5
3379	9	11	6
3380	22	9	7
3381	30	3	8
3382	155	23	9
3383	24	15	10
3384	808	12	11
3385	37	22	12
3386	67	16	13
3387	153	17	14
3388	5	19	15
3389	10	24	16
3390	18	1	17
3391	15	18	18
3392	4	8	19
3393	1	2	20
3394	13	7	21
3395	812	20	22
3396	811	21	23
3397	810	25	24
3398	20	5	1
3399	17	6	2
3400	4	8	3
3401	3	4	4
3402	18	1	5
3403	1	2	6
3404	13	7	7
3405	9	11	8
3406	30	3	9
3407	16	14	10
3408	22	9	11
3409	153	17	12
3410	67	16	13
3411	808	12	14
3412	155	23	15
3413	807	10	16
3414	37	22	17
3415	24	15	18
3416	10	24	19
3417	15	18	20
3418	5	19	21
3419	810	25	22
3420	811	21	23
3421	812	20	24
3422	17	6	1
3423	20	5	2
3424	1	2	3
3425	4	8	4
3426	18	1	5
3427	30	3	6
3428	9	11	7
3429	3	4	8
3430	13	7	9
3431	155	23	10
3432	16	14	11
3433	37	22	12
3434	807	10	13
3435	808	12	14
3436	67	16	15
3437	153	17	16
3438	24	15	17
3439	22	9	18
3440	15	18	19
3441	5	19	20
3442	10	24	21
3443	810	25	22
3444	812	20	23
3445	811	21	24
3446	17	6	1
3447	9	11	2
3448	20	5	3
3449	13	7	4
3450	1	2	5
3451	3	4	6
3452	30	3	7
3453	18	1	8
3454	22	9	9
3455	24	15	10
3456	807	10	11
3457	16	14	12
3458	67	16	13
3459	808	12	14
3460	37	22	15
3461	155	23	16
3462	153	17	17
3463	5	19	18
3464	15	18	19
3465	10	24	20
3466	810	25	21
3467	811	21	22
3468	812	20	23
3469	4	8	24
3470	17	6	1
3471	1	2	2
3472	20	5	3
3473	18	1	4
3474	30	3	5
3475	3	4	6
3476	9	11	7
3477	13	7	8
3478	808	12	9
3479	155	23	10
3480	16	14	11
3481	4	8	12
3482	37	22	13
3483	67	16	14
3484	22	9	15
3485	153	17	16
3486	807	10	17
3487	24	15	18
3488	15	18	19
3489	5	19	20
3490	10	24	21
3491	811	21	22
3492	810	25	23
3493	812	20	24
3494	1	2	1
3495	17	6	2
3496	20	5	3
3497	4	8	4
3498	18	1	5
3499	24	15	6
3500	13	7	7
3501	9	11	8
3502	16	14	9
3503	3	4	10
3504	22	9	11
3505	807	10	12
3506	30	3	13
3507	808	12	14
3508	67	16	15
3509	153	17	16
3510	37	22	17
3511	155	23	18
3512	5	19	19
3513	15	18	20
3514	10	24	21
3515	811	21	22
3516	810	25	23
3517	812	20	24
3518	20	5	1
3519	17	6	2
3520	1	2	3
3521	4	8	4
3522	13	7	5
3523	9	11	6
3524	18	1	7
3525	807	10	8
3526	22	9	9
3527	808	12	10
3528	67	16	11
3529	3	4	12
3530	16	14	13
3531	24	15	14
3532	30	3	15
3533	37	22	16
3534	153	17	17
3535	155	23	18
3536	15	18	19
3537	5	19	20
3538	810	25	21
3539	10	24	22
3540	812	20	23
3541	811	21	24
3542	20	5	1
3543	17	6	2
3544	4	8	3
3545	1	2	4
3546	3	4	5
3547	9	11	6
3548	13	7	7
3549	22	9	8
3550	37	22	9
3551	30	3	10
3552	16	14	11
3553	155	23	12
3554	807	10	13
3555	18	1	14
3556	24	15	15
3557	808	12	16
3558	67	16	17
3559	153	17	18
3560	5	19	19
3561	10	24	20
3562	15	18	21
3563	810	25	22
3564	812	20	23
3565	29	21	24
3566	20	5	1
3567	4	8	2
3568	13	7	3
3569	17	6	4
3570	18	1	5
3571	1	2	6
3572	9	11	7
3573	22	9	8
3574	3	4	9
3575	807	10	10
3576	30	3	11
3577	155	23	12
3578	808	12	13
3579	16	14	14
3580	37	22	15
3581	153	17	16
3582	67	16	17
3583	15	18	18
3584	5	19	19
3585	10	24	20
3586	811	21	21
3587	24	15	22
3588	29	20	23
3589	810	25	24
3590	20	5	1
3591	17	6	2
3592	4	8	3
3593	13	7	4
3594	1	2	5
3595	3	4	6
3596	808	12	7
3597	9	11	8
3598	37	22	9
3599	807	10	10
3600	18	1	11
3601	22	9	12
3602	16	14	13
3603	30	3	14
3604	67	16	15
3605	24	15	16
3606	153	17	17
3607	155	23	18
3608	10	24	19
3609	5	19	20
3610	15	18	21
3611	810	25	22
3612	811	21	23
3613	29	20	24
3614	17	6	1
3615	1	2	2
3616	9	11	3
3617	20	5	4
3618	18	1	5
3619	13	7	6
3620	22	9	7
3621	16	14	8
3622	807	10	9
3623	4	8	10
3624	30	3	11
3625	3	4	12
3626	153	17	13
3627	24	15	14
3628	67	16	15
3629	5	19	16
3630	10	24	17
3631	15	18	18
3632	155	23	19
3633	811	21	20
3634	29	20	21
3635	37	22	22
3636	810	25	23
3637	808	12	24
3638	4	8	1
3639	18	1	2
3640	13	7	3
3641	17	6	4
3642	1	2	5
3643	20	5	6
3644	3	4	7
3645	807	10	8
3646	9	11	9
3647	22	9	10
3648	16	14	11
3649	30	3	12
3650	155	23	13
3651	67	16	14
3652	808	12	15
3653	153	17	16
3654	37	22	17
3655	15	18	18
3656	5	19	19
3657	24	15	20
3658	10	24	21
3659	810	25	22
3660	811	21	23
3661	29	20	24
3662	4	8	1
3663	20	5	2
3664	1	2	3
3665	18	1	4
3666	17	6	5
3667	22	9	6
3668	3	4	7
3669	9	11	8
3670	30	3	9
3671	155	23	10
3672	153	17	11
3673	807	10	12
3674	808	12	13
3675	67	16	14
3676	2	22	15
3677	16	14	16
3678	24	15	17
3679	10	24	18
3680	5	19	19
3681	810	25	20
3682	15	18	21
3683	32	20	22
3684	811	21	23
3685	13	7	24
3686	20	5	1
3687	17	6	2
3688	1	2	3
3689	9	11	4
3690	4	8	5
3691	18	1	6
3692	3	4	7
3693	22	9	8
3694	807	10	9
3695	30	3	10
3696	2	22	11
3697	13	7	12
3698	808	12	13
3699	155	23	14
3700	16	14	15
3701	153	17	16
3702	24	15	17
3703	67	16	18
3704	15	18	19
3705	5	19	20
3706	810	25	21
3707	10	24	22
3708	811	21	23
3709	29	20	24
3710	20	5	1
3711	17	6	2
3712	4	8	3
3713	1	2	4
3714	3	4	5
3715	13	7	6
3716	18	1	7
3717	9	11	8
3718	30	3	9
3719	22	9	10
3720	807	10	11
3721	155	23	12
3722	2	22	13
3723	16	14	14
3724	808	12	15
3725	153	17	16
3726	67	16	17
3727	24	15	18
3728	15	18	19
3729	10	24	20
3730	5	19	21
3731	810	25	22
3732	29	20	23
3733	811	21	24
3734	807	10	1
3735	20	5	2
3736	17	6	3
3737	1	2	4
3738	4	8	5
3739	22	9	6
3740	9	11	7
3741	30	3	8
3742	13	7	9
3743	808	12	10
3744	18	1	11
3745	155	23	12
3746	3	4	13
3747	153	17	14
3748	67	16	15
3749	2	22	16
3750	24	15	17
3751	16	14	18
3752	10	24	19
3753	15	18	20
3754	5	19	21
3755	810	25	22
3756	32	20	23
3757	811	21	24
3758	20	5	1
3759	1	2	2
3760	4	8	3
3761	18	1	4
3762	17	6	5
3763	13	7	6
3764	22	9	7
3765	30	3	8
3766	3	4	9
3767	808	12	10
3768	9	11	11
3769	155	23	12
3770	16	14	13
3771	2	22	14
3772	807	10	15
3773	24	15	16
3774	153	17	17
3775	67	16	18
3776	15	18	19
3777	5	19	20
3778	10	24	21
3779	810	25	22
3780	811	21	23
3781	32	20	24
3782	30	1	1
3783	22	2	2
3784	31	3	3
3785	49	10	4
3786	44	20	5
3787	35	16	6
3788	2	9	7
3789	18	17	8
3790	23	4	9
3791	4	8	10
3792	14	5	11
3793	15	7	12
3794	21	11	13
3795	17	14	14
3796	8	6	15
3797	43	21	16
3798	52	12	17
3799	42	15	18
3800	51	18	19
3801	50	19	20
3802	22	2	1
3803	14	5	2
3804	17	14	3
3805	8	6	4
3806	15	7	5
3807	23	4	6
3808	30	1	7
3809	21	11	8
3810	31	3	9
3811	4	8	10
3812	18	17	11
3813	2	9	12
3814	35	16	13
3815	49	10	14
3816	44	20	15
3817	52	12	16
3818	42	15	17
3819	43	21	18
3820	50	19	19
3821	51	18	20
3822	30	1	1
3823	23	4	2
3824	22	2	3
3825	31	3	4
3826	17	14	5
3827	8	6	6
3828	35	16	7
3829	4	8	8
3830	18	17	9
3831	44	20	10
3832	2	9	11
3833	14	5	12
3834	43	21	13
3835	49	10	14
3836	42	15	15
3837	15	7	16
3838	21	11	17
3839	51	18	18
3840	52	12	19
3841	50	19	20
3842	30	1	1
3843	22	2	2
3844	4	8	3
3845	15	7	4
3846	18	17	5
3847	44	20	6
3848	23	4	7
3849	14	5	8
3850	31	3	9
3851	49	10	10
3852	35	16	11
3853	17	14	12
3854	43	21	13
3855	2	9	14
3856	52	12	15
3857	42	15	16
3858	21	11	17
3859	51	18	18
3860	50	19	19
3861	8	6	20
3862	30	1	1
3863	8	6	2
3864	31	3	3
3865	2	9	4
3866	22	2	5
3867	15	7	6
3868	18	17	7
3869	42	15	8
3870	21	11	9
3871	23	4	10
3872	44	20	11
3873	35	16	12
3874	43	21	13
3875	14	5	14
3876	49	10	15
3877	52	12	16
3878	17	14	17
3879	51	18	18
3880	4	8	19
3881	50	19	20
3882	23	4	1
3883	8	6	2
3884	31	3	3
3885	15	7	4
3886	30	1	5
3887	14	5	6
3888	22	2	7
3889	4	8	8
3890	17	14	9
3891	43	21	10
3892	35	16	11
3893	21	11	12
3894	42	15	13
3895	2	9	14
3896	49	10	15
3897	52	12	16
3898	44	20	17
3899	50	19	18
3900	51	18	19
3901	23	4	1
3902	31	3	2
3903	30	1	3
3904	4	8	4
3905	22	2	5
3906	17	14	6
3907	44	20	7
3908	15	7	8
3909	43	21	9
3910	49	10	10
3911	14	5	11
3912	2	9	12
3913	42	15	13
3914	35	16	14
3915	50	19	15
3916	21	11	16
3917	18	17	17
3918	51	18	18
3919	52	12	19
3920	8	6	20
3921	8	6	1
3922	30	1	2
3923	23	4	3
3924	31	3	4
3925	22	2	5
3926	15	7	6
3927	44	20	7
3928	4	8	8
3929	14	5	9
3930	43	21	10
3931	17	14	11
3932	18	17	12
3933	21	11	13
3934	52	12	14
3935	49	10	15
3936	42	15	16
3937	35	16	17
3938	50	19	18
3939	51	18	19
3940	2	9	20
3941	23	4	1
3942	31	3	2
3943	30	1	3
3944	8	6	4
3945	14	5	5
3946	15	7	6
3947	4	8	7
3948	22	2	8
3949	17	14	9
3950	44	20	10
3951	42	15	11
3952	35	16	12
3953	43	21	13
3954	18	17	14
3955	2	9	15
3956	49	10	16
3957	21	11	17
3958	52	12	18
3959	50	19	19
3960	51	18	20
3961	22	2	1
3962	15	7	2
3963	8	6	3
3964	23	4	4
3965	30	1	5
3966	43	21	6
3967	31	3	7
3968	4	8	8
3969	35	16	9
3970	42	15	10
3971	17	14	11
3972	14	5	12
3973	44	20	13
3974	49	10	14
3975	21	11	15
3976	2	9	16
3977	52	12	17
3978	51	18	18
3979	50	19	19
3980	18	17	20
3981	31	3	1
3982	23	4	2
3983	22	2	3
3984	15	7	4
3985	8	6	5
3986	30	1	6
3987	44	20	7
3988	4	8	8
3989	43	21	9
3990	14	5	10
3991	17	14	11
3992	21	11	12
3993	35	16	13
3994	49	10	14
3995	2	9	15
3996	51	15	16
3997	18	17	17
3998	52	12	18
3999	50	19	19
4000	53	18	20
4001	4	8	1
4002	23	4	2
4003	17	14	3
4004	31	3	4
4005	22	2	5
4006	15	7	6
4007	8	6	7
4008	30	1	8
4009	14	5	9
4010	44	20	10
4011	2	9	11
4012	51	15	12
4013	21	11	13
4014	18	17	14
4015	43	21	15
4016	35	16	16
4017	49	10	17
4018	50	19	18
4019	47	12	19
4020	53	18	20
4021	30	1	1
4022	31	3	2
4023	22	2	3
4024	8	6	4
4025	48	4	5
4026	15	7	6
4027	18	17	7
4028	14	5	8
4029	44	20	9
4030	35	16	10
4031	17	14	11
4032	43	21	12
4033	21	11	13
4034	49	10	14
4035	51	15	15
4036	2	9	16
4037	50	19	17
4038	47	12	18
4039	53	18	19
4040	4	8	20
4041	8	6	1
4042	22	2	2
4043	44	20	3
4044	31	3	4
4045	23	4	5
4046	4	8	6
4047	30	1	7
4048	14	5	8
4049	43	21	9
4050	15	7	10
4051	18	17	11
4052	35	16	12
4053	2	9	13
4054	17	14	14
4055	49	10	15
4056	51	15	16
4057	21	11	17
4058	52	12	18
4059	50	19	19
4060	53	18	20
4061	22	2	1
4062	31	3	2
4063	43	21	3
4064	44	20	4
4065	4	8	5
4066	17	14	6
4067	14	5	7
4068	8	6	8
4069	18	17	9
4070	51	15	10
4071	2	9	11
4072	49	10	12
4073	11	16	13
4074	30	1	14
4075	52	12	15
4076	21	11	16
4077	50	19	17
4078	53	18	18
4079	23	4	19
4080	15	7	20
4081	30	1	1
4082	22	2	2
4083	31	3	3
4084	18	9	4
4085	4	8	5
4086	17	14	6
4087	11	10	7
4088	23	4	8
4089	15	7	9
4090	8	6	10
4091	13	12	11
4092	14	5	12
4093	43	16	13
4094	21	11	14
4095	2	18	15
4096	45	19	16
4097	47	21	17
4098	44	17	18
4099	32	15	19
4100	46	20	20
4101	30	1	1
4102	17	14	2
4103	22	2	3
4104	31	3	4
4105	8	6	5
4106	18	9	6
4107	23	4	7
4108	15	7	8
4109	14	5	9
4110	43	16	10
4111	13	12	11
4112	21	11	12
4113	32	15	13
4114	44	17	14
4115	2	18	15
4116	46	20	16
4117	47	21	17
4118	45	19	18
4119	4	8	19
4120	11	10	20
4121	30	1	1
4122	22	2	2
4123	31	3	3
4124	23	4	4
4125	11	10	5
4126	18	9	6
4127	15	7	7
4128	44	17	8
4129	43	16	9
4130	14	5	10
4131	21	11	11
4132	32	15	12
4133	13	12	13
4134	17	14	14
4135	2	18	15
4136	45	19	16
4137	4	8	17
4138	46	20	18
4139	47	21	19
4140	8	6	20
4141	18	9	1
4142	30	1	2
4143	31	3	3
4144	22	2	4
4145	23	4	5
4146	4	8	6
4147	11	10	7
4148	17	14	8
4149	15	7	9
4150	43	16	10
4151	14	5	11
4152	13	12	12
4153	44	17	13
4154	32	15	14
4155	45	19	15
4156	2	18	16
4157	46	20	17
4158	47	21	18
4159	21	11	19
4160	8	6	20
4161	30	1	1
4162	31	3	2
4163	11	10	3
4164	15	7	4
4165	22	2	5
4166	23	4	6
4167	44	17	7
4168	4	8	8
4169	17	14	9
4170	14	5	10
4171	43	16	11
4172	21	11	12
4173	8	6	13
4174	18	9	14
4175	2	18	15
4176	32	15	16
4177	13	12	17
4178	46	20	18
4179	45	19	19
4180	47	21	20
4181	15	7	1
4182	23	4	2
4183	18	9	3
4184	4	8	4
4185	30	1	5
4186	8	6	6
4187	22	2	7
4188	11	10	8
4189	14	5	9
4190	31	3	10
4191	21	11	11
4192	17	14	12
4193	44	17	13
4194	32	15	14
4195	43	16	15
4196	13	12	16
4197	2	18	17
4198	45	19	18
4199	47	21	19
4200	46	20	20
4201	30	1	1
4202	11	10	2
4203	15	7	3
4204	8	6	4
4205	18	9	5
4206	4	8	6
4207	22	2	7
4208	31	3	8
4209	23	4	9
4210	44	17	10
4211	43	16	11
4212	32	15	12
4213	2	18	13
4214	17	14	14
4215	45	19	15
4216	13	12	16
4217	47	21	17
4218	14	5	18
4219	21	11	19
4220	46	20	20
4221	23	4	1
4222	18	9	2
4223	15	7	3
4224	31	3	4
4225	4	8	5
4226	30	1	6
4227	22	2	7
4228	8	6	8
4229	14	5	9
4230	32	15	10
4231	21	11	11
4232	43	16	12
4233	44	17	13
4234	17	14	14
4235	2	18	15
4236	10	19	16
4237	11	10	17
4238	47	21	18
4239	13	12	19
4240	46	20	20
4241	22	2	1
4242	30	1	2
4243	11	10	3
4244	18	9	4
4245	31	3	5
4246	23	4	6
4247	8	6	7
4248	44	17	8
4249	4	8	9
4250	17	14	10
4251	43	16	11
4252	14	5	12
4253	32	15	13
4254	21	11	14
4255	13	12	15
4256	2	18	16
4257	45	19	17
4258	46	20	18
4259	47	21	19
4260	15	7	20
4261	4	8	1
4262	30	1	2
4263	14	5	3
4264	18	9	4
4265	15	7	5
4266	31	3	6
4267	11	10	7
4268	48	4	8
4269	8	6	9
4270	22	2	10
4271	43	16	11
4272	17	14	12
4273	32	15	13
4274	44	17	14
4275	21	11	15
4276	13	12	16
4277	2	18	17
4278	45	19	18
4279	46	20	19
4280	47	21	20
4281	8	6	1
4282	22	2	2
4283	18	9	3
4284	30	1	4
4285	15	7	5
4286	4	8	6
4287	14	5	7
4288	31	3	8
4289	11	10	9
4290	17	14	10
4291	13	12	11
4292	44	17	12
4293	48	4	13
4294	43	16	14
4295	32	15	15
4296	45	19	16
4297	2	18	17
4298	46	20	18
4299	47	21	19
4300	21	11	20
4301	30	1	1
4302	31	3	2
4303	18	9	3
4304	8	6	4
4305	14	5	5
4306	4	8	6
4307	15	7	7
4308	22	2	8
4309	11	10	9
4310	44	17	10
4311	42	4	11
4312	17	14	12
4313	32	15	13
4314	21	11	14
4315	43	16	15
4316	13	12	16
4317	45	19	17
4318	2	18	18
4319	46	20	19
4320	47	21	20
4321	30	1	1
4322	22	2	2
4323	11	10	3
4324	18	9	4
4325	4	8	5
4326	42	4	6
4327	31	3	7
4328	21	11	8
4329	15	7	9
4330	8	6	10
4331	17	14	11
4332	14	5	12
4333	44	17	13
4334	32	15	14
4335	41	16	15
4336	2	18	16
4337	45	19	17
4338	47	21	18
4339	46	20	19
4340	13	12	20
4341	15	7	1
4342	30	1	2
4343	4	8	3
4344	14	5	4
4345	21	11	5
4346	22	2	6
4347	17	14	7
4348	13	12	8
4349	44	17	9
4350	8	6	10
4351	31	3	11
4352	18	9	12
4353	32	15	13
4354	42	4	14
4355	11	10	15
4356	2	18	16
4357	46	20	17
4358	47	21	18
4359	45	19	19
4360	41	16	20
4361	22	2	1
4362	8	6	2
4363	18	9	3
4364	13	12	4
4365	23	4	5
4366	4	8	6
4367	21	11	7
4368	44	17	8
4369	11	10	9
4370	14	5	10
4371	31	3	11
4372	17	14	12
4373	35	7	13
4374	41	16	14
4375	2	18	15
4376	32	15	16
4377	10	19	17
4378	47	21	18
4379	46	20	19
4380	30	1	20
4381	30	1	1
4382	23	4	2
4383	17	14	3
4384	11	10	4
4385	18	9	5
4386	15	16	6
4387	21	11	7
4388	14	5	8
4389	35	7	9
4390	44	17	10
4391	4	8	11
4392	8	6	12
4393	31	3	13
4394	32	15	14
4395	22	2	15
4396	2	18	16
4397	10	19	17
4398	46	20	18
4399	47	21	19
4400	13	12	20
4401	22	2	1
4402	31	3	2
4403	8	6	3
4404	13	12	4
4405	18	9	5
4406	11	10	6
4407	23	4	7
4408	30	1	8
4409	4	8	9
4410	15	16	10
4411	21	11	11
4412	17	14	12
4413	14	5	13
4414	35	7	14
4415	41	17	15
4416	32	15	16
4417	2	18	17
4418	10	19	18
4419	47	21	19
4420	46	20	20
4421	21	6	1
4422	15	16	2
4423	17	7	3
4424	35	11	4
4425	14	14	5
4426	32	15	6
4427	2	8	7
4428	18	3	8
4429	31	10	9
4430	8	9	10
4431	22	2	11
4432	39	19	12
4433	4	5	13
4434	33	18	14
4435	23	17	15
4436	40	20	16
4437	27	21	17
4438	30	1	18
4439	11	4	19
4440	13	12	20
4441	4	5	1
4442	15	16	2
4443	21	6	3
4444	17	7	4
4445	23	17	5
4446	8	9	6
4447	32	15	7
4448	14	14	8
4449	18	3	9
4450	2	8	10
4451	31	10	11
4452	22	2	12
4453	30	1	13
4454	13	12	14
4455	19	4	15
4456	35	11	16
4457	39	19	17
4458	33	18	18
4459	40	20	19
4460	27	21	20
4461	4	5	1
4462	30	1	2
4463	15	16	3
4464	2	8	4
4465	17	7	5
4466	23	17	6
4467	32	15	7
4468	37	10	8
4469	8	9	9
4470	21	6	10
4471	18	3	11
4472	13	12	12
4473	11	4	13
4474	14	14	14
4475	22	2	15
4476	35	11	16
4477	33	18	17
4478	39	19	18
4479	27	21	19
4480	40	20	20
4481	8	9	1
4482	4	5	2
4483	18	3	3
4484	17	7	4
4485	15	16	5
4486	11	4	6
4487	25	10	7
4488	13	12	8
4489	2	8	9
4490	22	2	10
4491	23	17	11
4492	35	11	12
4493	21	6	13
4494	30	1	14
4495	14	14	15
4496	24	15	16
4497	39	19	17
4498	33	18	18
4499	40	20	19
4500	27	21	20
4501	8	9	1
4502	17	7	2
4503	4	5	3
4504	23	17	4
4505	15	16	5
4506	21	6	6
4507	31	10	7
4508	30	1	8
4509	14	14	9
4510	13	12	10
4511	24	15	11
4512	35	11	12
4513	39	19	13
4514	33	18	14
4515	27	21	15
4516	40	20	16
4517	2	8	17
4518	22	2	18
4519	8	9	1
4520	4	5	2
4521	17	7	3
4522	21	6	4
4523	15	16	5
4524	2	8	6
4525	14	14	7
4526	30	1	8
4527	35	11	9
4528	22	2	10
4529	13	12	11
4530	24	15	12
4531	40	20	13
4532	27	21	14
4533	33	18	15
4534	31	10	16
4535	39	19	17
4536	23	17	18
4537	20	1	1
4538	1	3	2
4539	17	2	3
4540	18	4	4
4541	4	5	5
4542	808	10	6
4543	3	8	7
4544	13	6	8
4545	155	16	9
4546	67	18	10
4547	30	7	11
4548	153	19	12
4549	815	17	13
4550	814	15	14
4551	813	12	15
4552	16	14	16
4553	22	11	17
4554	2	9	18
4555	5	20	19
4556	15	21	20
4557	10	24	21
4558	816	25	22
4562	20	1	1
4560	24	23	23
4561	39	22	24
4563	1	3	2
4564	17	2	3
4565	18	4	4
4566	4	5	5
4567	2	9	6
4568	13	6	7
4569	808	10	8
4570	3	8	9
4571	155	16	10
4572	30	7	11
4573	67	18	12
4574	153	19	13
4575	814	15	14
4576	22	11	15
4577	815	17	16
4578	16	14	17
4579	813	12	18
4580	5	20	19
4581	15	21	20
4582	10	24	21
4583	816	25	22
4584	24	23	23
4585	39	22	24
4586	20	1	1
4587	18	4	2
4588	1	3	3
4589	3	8	4
4590	4	5	5
4591	13	6	6
4592	153	19	7
4593	814	15	8
4594	67	18	9
4595	808	10	10
4596	16	14	11
4597	815	17	12
4598	155	16	13
4599	30	7	14
4600	22	11	15
4601	2	9	16
4602	813	12	17
4603	17	2	18
4604	5	20	19
4605	15	21	20
4606	816	25	21
4607	10	24	22
4608	24	23	23
4609	39	22	24
4610	20	1	1
4611	17	2	2
4612	3	8	3
4613	1	3	4
4614	4	5	5
4615	18	4	6
4616	808	10	7
4617	30	7	8
4618	2	9	9
4619	13	6	10
4620	22	11	11
4621	16	14	12
4622	814	15	13
4623	813	12	14
4624	815	17	15
4625	67	18	16
4626	153	19	17
4627	5	20	18
4628	15	21	19
4629	816	25	20
4630	24	23	21
4631	10	24	22
4632	39	22	23
4633	17	2	1
4634	20	1	2
4635	1	3	3
4636	4	5	4
4637	18	4	5
4638	808	10	6
4639	3	8	7
4640	13	6	8
4641	813	12	9
4642	30	7	10
4643	67	18	11
4644	815	17	12
4645	153	19	13
4646	155	16	14
4647	5	20	15
4648	814	15	16
4649	16	14	17
4650	15	21	18
4651	22	11	19
4652	10	24	20
4653	24	23	21
4654	39	22	22
4655	816	25	23
4656	20	1	1
4657	18	4	2
4658	17	2	3
4659	4	5	4
4660	30	7	5
4661	13	6	6
4662	1	3	7
4663	3	8	8
4664	813	12	9
4665	815	17	10
4666	808	10	11
4667	22	11	12
4668	155	16	13
4669	814	15	14
4670	16	14	15
4671	2	9	16
4672	67	18	17
4673	5	20	18
4674	15	21	19
4675	153	19	20
4676	10	24	21
4677	816	25	22
4678	39	22	23
4679	24	23	24
4680	20	1	1
4681	4	5	2
4682	13	6	3
4683	17	2	4
4684	1	3	5
4685	3	8	6
4686	18	4	7
4687	30	7	8
4688	2	9	9
4689	808	10	10
4690	814	15	11
4691	813	12	12
4692	155	16	13
4693	16	14	14
4694	67	18	15
4695	22	11	16
4696	37	17	17
4697	153	19	18
4698	15	21	19
4699	5	20	20
4700	24	23	21
4701	10	24	22
4702	39	22	23
4703	816	25	24
4704	20	1	1
4705	17	2	2
4706	1	3	3
4707	4	5	4
4708	13	6	5
4709	18	4	6
4710	3	8	7
4711	30	7	8
4712	2	9	9
4713	16	14	10
4714	808	10	11
4715	814	15	12
4716	22	11	13
4717	155	16	14
4718	813	12	15
4719	815	17	16
4720	67	18	17
4721	153	19	18
4722	5	20	19
4723	15	21	20
4724	10	24	21
4725	24	23	22
4726	816	25	23
4727	39	22	24
4728	17	2	1
4729	20	1	2
4730	4	5	3
4731	13	6	4
4732	18	4	5
4733	814	15	6
4734	813	12	7
4735	155	16	8
4736	3	8	9
4737	1	3	10
4738	16	14	11
4739	815	17	12
4740	30	7	13
4741	808	10	14
4742	22	11	15
4743	2	9	16
4744	5	20	17
4745	153	19	18
4746	67	18	19
4747	10	24	20
4748	15	21	21
4749	816	25	22
4750	24	23	23
4751	817	22	24
4752	17	2	1
4753	1	3	2
4754	20	1	3
4755	4	5	4
4756	13	6	5
4757	3	8	6
4758	18	4	7
4759	16	14	8
4760	808	10	9
4761	30	7	10
4762	2	9	11
4763	814	15	12
4764	813	12	13
4765	22	11	14
4766	815	17	15
4767	67	18	16
4768	153	19	17
4769	155	16	18
4770	5	20	19
4771	10	24	20
4772	812	21	21
4773	816	25	22
